#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
98.9,120.38,78.09,63.66,100.91,135.78,0.0,65.43,144.64,174.48,43.54,177.47,0.0
98.97,161.17,57.2,103.63,121.72,131.48,0.0,26.03,43.41,0.0,42.94,0.0,0.0
98.76,125.87,117.55,71.02,61.89,137.28,0.0,62.32,124.45,178.07,0.0,179.38,0.0
101.92,145.5,131.48,88.47,47.69,136.44,0.0,46.26,112.8,177.36,44.33,178.12,0.0
100.28,145.52,127.56,89.03,51.69,131.93,0.0,45.34,93.96,175.41,167.97,178.13,174.43
95.18,102.91,106.95,48.95,72.16,135.41,0.0,85.32,95.58,173.84,176.29,178.9,178.0
98.53,104.35,106.56,49.19,72.54,126.9,0.0,86.31,154.21,166.44,168.98,175.8,178.85
96.9,102.66,125.81,48.03,53.59,139.65,0.0,85.09,115.14,174.93,178.02,169.49,169.21
99.84,116.61,81.68,65.13,97.4,146.74,0.0,67.24,137.01,175.56,172.14,176.91,177.04
103.44,86.46,150.5,47.41,28.65,127.76,0.0,96.87,106.46,175.18,174.38,172.5,176.81
104.72,89.76,155.89,64.76,23.03,111.75,0.0,89.31,76.71,174.98,178.75,176.71,179.49
113.56,84.74,68.45,93.13,142.1,80.97,70.06,89.65,90.4,175.92,177.13,177.5,177.95
129.44,90.81,60.56,126.49,127.87,63.6,63.2,80.89,89.23,177.53,177.94,178.17,178.1
125.43,83.72,63.8,126.96,126.2,61.37,63.94,85.72,89.29,176.98,176.28,179.35,179.99
126.6,86.02,66.05,128.61,130.47,66.51,57.78,81.89,95.05,178.41,177.98,174.39,178.15
140.69,79.85,70.01,120.96,128.97,69.29,62.24,89.84,90.05,175.9,178.12,179.4,178.0
135.42,79.76,78.55,130.03,130.61,63.75,58.52,86.4,95.83,174.99,177.98,176.72,177.05
136.93,75.23,76.55,127.13,128.21,62.58,61.36,89.23,90.83,175.4,178.58,175.82,179.28
136.87,75.41,78.84,124.39,132.54,58.84,58.9,89.45,90.54,175.53,176.48,178.26,173.08
137.69,80.87,66.8,128.76,121.55,55.51,64.9,86.66,89.26,174.24,177.68,175.5,176.71
141.68,76.18,72.48,122.68,127.79,60.28,68.22,89.98,90.1,175.43,178.11,179.56,178.66
140.2,81.22,72.43,119.48,125.46,64.3,66.84,86.29,90.14,177.11,175.79,176.37,179.41
138.97,76.48,75.62,119.3,126.36,63.75,71.49,90.09,96.16,175.86,175.62,176.75,178.35
134.91,74.82,76.62,117.08,122.3,66.15,77.06,89.6,90.36,175.93,175.04,177.22,177.42
147.36,72.81,79.8,118.46,119.34,69.43,81.21,90.86,86.14,178.06,173.65,179.48,177.32
145.76,76.86,81.28,123.13,127.29,70.24,78.12,88.89,91.21,176.71,174.37,177.72,176.87
142.5,73.55,73.6,118.3,124.63,72.21,66.85,93.53,84.21,175.44,175.58,179.4,176.05
147.11,76.76,76.14,121.68,127.79,71.71,74.4,89.65,90.45,177.23,175.13,178.46,179.49
141.22,74.89,76.47,116.12,127.6,69.96,74.36,89.97,90.04,176.18,176.55,177.14,176.3
149.4,72.18,76.65,114.85,119.35,67.66,75.05,93.03,90.38,176.53,174.99,176.5,178.73
148.12,75.17,77.52,120.31,124.96,62.76,74.59,90.05,90.08,176.01,178.47,176.06,176.32
156.96,76.97,77.14,118.3,124.77,67.53,76.58,89.62,90.38,175.99,177.64,175.57,177.63
159.46,75.45,79.7,118.08,120.87,64.75,78.65,88.62,91.56,178.01,176.57,179.27,176.68
148.8,76.62,76.61,119.39,128.94,68.83,72.07,89.59,90.43,176.87,175.34,177.17,176.27
152.64,76.09,77.17,119.46,124.88,69.01,74.2,89.59,90.45,176.86,177.67,176.61,177.63
151.31,76.94,76.27,120.53,124.86,70.56,74.36,89.2,90.82,176.38,175.45,175.68,176.77
150.52,72.25,74.18,116.07,121.45,69.0,74.28,92.14,91.2,176.42,174.93,176.08,175.64
