#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
8.81,65.8,82.97,86.18,99.0,162.98,165.59,98.99,85.35,178.0,174.46,177.91,179.35
9.24,64.7,83.8,82.72,98.03,163.3,166.09,101.33,81.21,179.49,174.16,176.86,179.49
9.46,64.64,83.51,83.23,99.87,163.28,166.15,101.67,85.42,177.99,174.4,178.44,178.96
8.58,72.3,85.92,101.91,106.05,151.49,158.71,92.61,80.23,178.25,174.52,178.51,178.79
9.97,67.97,82.46,96.26,101.29,157.47,166.31,97.66,91.38,178.72,172.94,177.94,179.71
9.97,73.84,79.3,101.31,100.18,166.33,171.02,92.42,90.69,179.76,177.21,178.68,177.8
9.09,75.53,86.4,100.0,105.69,172.79,169.47,90.04,89.99,179.71,177.75,178.07,35.58
8.85,75.22,82.95,98.76,95.71,173.69,52.68,89.95,89.98,179.14,174.92,178.05,176.67
9.07,75.57,84.16,97.65,98.17,171.65,176.49,90.03,85.24,179.14,175.86,179.48,176.18
8.83,75.22,80.67,98.75,93.13,170.66,53.41,89.28,90.64,179.84,175.96,178.69,179.17
8.73,76.1,77.82,98.16,94.7,171.83,179.92,90.65,89.38,179.89,176.45,177.89,177.03
8.68,73.65,77.61,97.94,102.05,166.33,163.85,93.99,84.57,179.18,176.39,178.03,174.79
8.34,75.21,79.16,102.12,102.68,164.63,163.32,89.69,90.31,177.95,179.99,177.15,179.62
8.71,72.47,85.61,100.48,106.98,162.13,162.22,91.79,91.31,177.82,173.02,177.63,174.36
8.63,71.89,90.43,103.01,110.3,162.32,165.1,89.78,83.6,179.57,177.53,177.77,179.38
8.57,69.59,87.44,101.24,109.33,161.48,165.5,92.18,83.26,179.66,175.48,179.99,179.36
8.59,68.79,87.59,99.91,110.2,162.23,165.63,93.52,88.06,179.82,176.77,179.3,178.45
8.01,64.46,80.69,92.18,106.91,161.67,163.13,100.54,81.61,179.29,176.2,178.24,179.04
7.97,73.19,80.88,103.7,103.05,158.58,166.47,91.53,86.77,179.4,173.97,175.9,176.92
6.99,71.94,84.71,105.94,109.74,160.15,163.38,88.96,91.14,179.06,178.29,177.65,175.69
7.94,75.1,81.18,104.47,107.12,160.46,161.34,89.43,90.66,176.98,168.46,179.27,178.84
8.25,73.93,80.81,101.31,103.98,164.49,160.61,89.99,95.87,178.48,178.47,175.08,174.09
8.46,69.71,79.8,93.88,105.98,167.3,164.79,97.01,90.24,178.39,174.84,178.87,179.93
9.15,69.33,86.13,93.43,105.9,166.96,168.78,96.74,89.9,175.17,178.43,178.75,177.98
8.12,69.99,82.86,93.52,108.31,169.82,164.22,96.19,85.17,175.6,179.17,179.21,178.73
8.82,72.67,87.91,97.97,110.93,167.12,162.75,91.33,86.26,177.48,176.49,179.37,176.24
9.14,67.23,88.11,94.07,113.1,162.56,159.49,98.03,87.34,178.69,176.28,178.53,176.55
7.99,69.87,93.45,102.29,115.43,161.97,155.02,90.44,81.2,177.56,175.29,179.98,175.18
8.49,71.86,89.17,103.04,113.4,162.11,149.23,89.55,88.64,179.24,176.76,179.82,179.23
7.42,69.82,82.59,104.57,106.68,160.63,150.4,90.16,87.58,176.72,177.21,178.99,178.41
7.59,67.87,87.83,103.02,115.67,154.89,158.57,94.54,87.38,179.39,177.05,179.85,178.48
8.26,71.71,84.45,102.96,103.83,161.23,168.13,91.66,86.87,179.89,177.0,178.59,178.84
7.18,65.78,85.69,102.8,111.23,155.0,162.27,96.19,85.94,175.17,176.62,170.44,175.41
6.7,68.39,84.52,101.84,113.31,162.4,78.3,91.34,81.03,173.85,176.09,175.6,179.95
7.71,70.69,83.88,99.75,109.84,163.61,79.77,92.27,91.27,178.75,176.91,176.65,178.23
7.55,69.07,82.93,96.29,110.01,169.27,79.48,93.18,84.82,177.82,179.93,178.83,177.94
8.09,69.41,84.57,93.41,110.34,168.34,163.75,96.23,84.98,176.19,178.52,178.54,175.94
7.6,72.28,82.73,96.7,111.18,167.24,160.61,92.44,91.01,178.05,178.03,177.32,177.78
8.11,69.64,83.73,93.59,111.23,166.82,160.39,96.42,90.76,179.14,177.39,179.66,176.99
8.05,74.02,79.04,96.52,108.05,168.8,161.2,93.49,90.39,177.6,176.24,179.2,178.19
8.06,73.98,82.2,96.48,110.07,166.55,163.1,93.92,90.01,178.71,178.76,179.69,173.65
8.1,73.03,86.77,96.53,113.58,167.32,163.05,93.47,90.41,177.06,178.68,177.12,172.93
8.1,73.03,83.47,96.98,109.95,166.89,164.24,93.08,90.75,177.98,175.43,179.13,178.16
8.1,73.02,83.47,96.98,109.95,166.89,164.24,93.08,90.75,177.42,175.43,177.93,178.16
8.1,73.02,83.48,96.97,109.96,166.89,163.64,93.08,90.75,177.41,175.43,177.87,178.16
