#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
142.24,79.38,79.3,128.58,124.79,61.67,67.3,85.15,91.17,178.29,172.91,178.4,177.04
136.45,74.77,79.4,127.24,119.46,56.09,67.06,89.59,90.44,177.53,176.27,179.8,177.47
135.39,75.75,76.74,127.31,123.24,52.91,62.55,89.55,90.43,176.59,176.09,176.06,175.34
151.39,74.27,73.07,122.9,116.05,60.7,68.62,87.93,92.03,178.72,176.01,179.99,175.84
133.01,71.69,76.52,120.22,117.21,66.63,62.83,93.24,90.72,176.05,177.06,179.23,179.29
148.52,76.58,79.54,126.69,122.29,71.39,65.25,88.48,84.97,177.17,177.55,179.28,177.67
144.05,73.17,75.01,121.18,119.43,68.31,63.68,93.29,84.64,176.99,176.19,178.81,177.1
140.23,71.06,85.08,121.12,116.14,62.05,50.86,93.35,84.7,176.59,175.97,177.98,176.58
156.13,66.47,80.48,112.66,113.94,63.03,59.93,96.23,91.62,177.5,175.52,177.99,176.79
136.97,74.76,75.85,125.73,126.93,71.9,70.48,90.01,89.97,177.12,177.12,176.76,179.99
145.16,77.18,74.31,122.2,125.21,64.85,74.93,89.5,83.36,174.63,174.76,178.84,177.76
148.72,77.13,78.03,126.06,133.02,75.45,69.64,89.51,90.48,177.01,176.99,177.84,178.32
148.79,77.21,73.78,123.37,126.42,74.32,66.41,89.88,96.59,175.0,177.57,175.94,179.38
148.93,76.74,77.73,124.47,129.58,67.04,71.11,89.11,90.84,178.18,174.57,178.75,179.72
148.44,74.79,80.05,125.9,126.87,61.36,70.05,89.62,90.31,174.51,178.96,172.5,178.46
155.6,72.57,82.68,120.44,118.13,59.43,62.39,92.61,78.86,176.25,174.95,179.46,176.47
151.11,75.35,78.69,122.85,126.5,64.57,68.81,88.32,91.52,177.44,174.83,179.99,178.94
143.64,72.02,78.4,116.92,122.66,66.04,65.44,92.42,85.4,177.51,177.61,178.95,179.39
146.42,72.2,73.05,116.66,117.56,65.9,68.82,93.42,90.38,175.84,178.12,177.64,175.85
151.16,71.42,79.65,117.76,122.66,64.42,70.22,92.56,85.15,176.55,177.53,177.14,177.18
146.5,76.21,77.21,121.6,121.83,64.87,77.33,88.79,91.15,178.28,175.73,178.22,178.81
140.15,76.01,72.1,124.27,121.39,73.99,77.32,90.41,89.69,176.79,177.29,176.88,178.96
149.78,76.44,74.73,123.06,122.19,77.55,76.61,90.41,89.62,174.91,177.19,178.0,178.95
141.19,77.59,71.34,121.87,130.36,76.63,75.22,90.7,95.02,178.0,176.44,179.42,179.54
142.72,76.18,78.0,125.12,131.67,66.46,68.79,90.01,84.39,176.34,177.7,179.05,176.68
144.87,78.62,77.32,125.41,126.67,76.4,81.62,86.55,89.73,176.1,177.79,178.46,176.96
143.39,72.59,77.3,116.63,122.9,76.92,77.77,93.87,89.93,176.93,178.46,177.44,177.81
158.18,76.35,75.37,122.71,119.05,77.65,77.35,91.23,88.88,173.75,177.97,177.34,177.29
157.78,70.26,79.66,120.6,123.83,77.25,79.72,93.64,90.33,175.66,179.23,177.45,178.25
153.95,71.25,78.38,119.67,123.78,81.75,79.15,93.54,90.39,176.15,178.24,177.48,176.41
156.47,78.85,74.71,125.32,118.62,80.29,80.3,86.73,95.56,173.51,178.29,176.34,175.96
153.72,75.59,74.78,121.65,119.51,80.93,79.65,90.02,90.02,174.43,179.02,177.93,177.95
155.83,76.41,74.71,122.69,119.77,80.55,79.19,89.99,89.99,175.36,178.87,177.94,178.82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
