#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
108.3,79.38,79.4,96.42,98.09,165.59,163.13,89.35,94.84,25.94,37.37,0.0,0.0
108.3,79.38,79.4,96.42,98.1,165.59,163.13,89.35,94.86,25.94,37.37,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.55,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.55,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
108.27,79.38,79.4,96.3,98.1,165.51,163.91,89.67,94.54,25.7,37.13,0.0,0.0
