#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
122.52,72.7,73.27,126.43,132.9,61.14,63.99,94.29,89.96,177.1,178.18,178.96,178.85
125.72,72.27,81.23,129.46,142.34,60.43,62.82,94.32,89.91,176.68,176.67,179.42,177.19
127.64,73.21,72.09,126.53,130.74,60.65,65.68,94.26,83.87,176.13,176.78,179.94,177.75
132.71,74.54,77.69,129.54,141.01,57.66,59.68,93.97,83.75,176.2,176.72,179.99,178.71
129.93,74.5,76.91,128.42,138.38,58.48,62.11,94.27,89.91,177.72,176.81,177.22,178.76
123.13,75.15,72.32,127.29,132.95,60.02,63.46,94.19,89.99,177.2,177.15,178.29,176.52
136.91,79.94,70.15,131.87,127.93,56.74,68.61,90.41,89.55,177.1,176.78,178.85,178.35
138.73,72.2,73.36,125.77,131.28,56.18,68.39,92.36,91.98,178.22,176.45,180.0,177.13
134.11,68.1,77.95,122.22,130.29,59.27,66.9,96.26,85.68,177.26,177.2,179.51,179.85
142.12,73.53,77.1,127.25,131.14,54.91,67.28,92.42,79.27,178.3,174.88,178.82,178.83
146.14,59.12,88.45,123.76,85.34,46.72,58.28,101.7,91.1,175.63,178.14,177.19,173.96
127.54,15.91,90.8,130.56,81.61,51.31,55.48,96.2,86.04,179.44,178.48,178.16,179.04
129.33,26.23,83.63,140.27,62.32,54.29,119.08,89.07,90.83,177.56,176.67,179.38,177.52
133.14,26.79,77.33,142.43,51.71,156.92,128.22,89.04,90.8,179.88,178.97,179.2,178.61
139.12,39.37,61.02,137.07,25.63,89.75,143.66,81.28,86.49,175.61,176.03,179.81,173.27
145.66,36.6,84.56,142.4,23.27,0.0,167.26,84.37,109.69,172.27,170.91,177.84,177.06
147.6,54.78,143.63,124.26,104.64,0.0,78.9,174.83,147.71,172.88,176.0,175.27,176.42
149.97,42.52,150.96,136.83,80.0,0.0,165.66,162.24,103.51,175.3,169.8,176.17,175.91
155.56,2.04,166.15,177.93,95.22,0.0,167.99,117.1,87.7,177.84,172.89,177.23,178.56
152.2,35.74,163.39,144.06,100.01,0.0,157.51,155.37,43.27,0.0,0.0,0.0,0.0
158.21,34.7,109.45,145.1,46.43,0.0,160.72,155.86,43.31,0.0,170.95,0.0,177.34
158.38,4.46,110.21,175.5,47.0,0.0,157.09,125.78,174.76,174.78,170.44,177.97,177.61
155.87,63.01,109.64,116.45,45.58,0.0,158.75,174.09,42.1,0.0,172.94,0.0,179.32
148.5,47.14,106.63,132.4,46.62,0.0,150.06,169.64,126.48,169.52,170.53,176.03,177.62
156.92,34.13,160.38,145.47,96.79,0.0,157.17,153.6,134.39,177.83,176.91,175.56,179.46
154.12,47.28,110.8,132.26,51.55,0.0,150.87,171.99,67.43,172.99,171.0,171.75,176.98
156.93,47.43,78.15,132.11,139.66,0.0,153.11,172.16,97.03,174.88,169.64,179.45,176.57
156.54,4.92,145.79,175.03,82.66,0.0,162.28,129.46,98.88,171.46,170.48,176.52,177.61
158.49,16.17,146.71,163.7,84.23,0.0,156.42,140.82,97.53,174.72,171.26,179.14,178.03
155.55,34.31,134.91,145.49,72.78,0.0,161.49,159.46,105.53,175.19,171.22,178.7,177.99
