#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
90.56,70.16,74.3,126.32,133.18,46.6,48.1,96.1,91.06,178.13,174.63,179.95,177.09
90.56,66.35,74.29,121.95,133.17,47.17,48.1,99.9,91.04,178.48,174.58,179.87,177.14
90.57,66.3,74.33,121.06,132.41,48.13,46.62,99.93,91.06,178.06,174.64,178.59,177.09
90.57,66.3,74.33,121.06,132.41,48.14,46.62,99.93,91.07,178.06,174.64,178.59,177.09
90.58,66.3,74.33,121.06,132.41,48.12,46.62,99.93,91.07,178.05,174.64,178.59,177.09
90.58,66.3,74.33,121.06,132.41,48.13,46.62,99.93,91.07,178.05,174.64,178.59,177.09
90.57,66.3,74.33,121.06,132.41,48.13,46.62,99.93,91.07,178.49,174.64,179.52,177.09
90.52,69.43,77.24,125.84,137.25,49.24,47.08,96.15,91.36,177.61,174.33,178.64,177.09
90.43,66.67,74.2,121.39,135.82,48.04,47.58,98.16,92.44,177.6,175.19,35.61,177.74
90.43,66.68,74.2,121.4,135.82,48.03,47.58,98.16,92.44,177.6,174.76,35.61,178.19
