#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
113.99,77.4,77.5,112.1,118.28,70.63,83.62,89.92,95.25,176.61,175.96,178.36,178.37
103.55,78.13,76.86,110.33,115.76,74.74,85.03,89.91,90.05,175.91,177.58,179.56,39.06
96.56,80.41,76.43,112.4,121.15,70.56,82.76,86.95,90.04,175.35,175.54,179.79,177.12
96.42,80.32,77.16,109.68,119.16,70.23,81.82,87.64,89.39,175.48,177.52,176.13,178.81
107.54,78.09,76.57,107.08,119.36,67.09,82.28,89.96,90.07,175.41,177.08,178.38,177.11
129.6,78.38,70.22,110.98,123.95,54.17,60.45,89.57,90.32,177.77,175.6,179.6,176.42
141.18,65.07,70.18,102.05,133.83,44.72,44.81,97.65,81.54,175.58,177.18,171.35,178.82
143.81,57.47,69.94,95.66,139.89,32.71,36.45,104.16,71.12,177.97,175.15,174.43,176.6
25.84,62.1,57.81,114.49,127.29,34.2,42.11,86.91,83.94,177.29,172.47,172.8,171.78
20.03,62.03,44.49,115.15,127.06,33.37,51.0,87.34,79.81,177.18,173.37,171.69,174.14
21.33,59.0,53.27,112.43,127.38,29.07,50.61,89.84,88.73,178.18,174.27,173.03,179.43
49.39,66.0,66.16,111.53,133.57,33.07,41.05,89.89,88.2,178.63,171.04,176.11,170.74
129.07,72.05,65.74,110.16,133.09,32.03,42.6,90.63,87.29,178.23,176.28,171.83,177.93
139.13,75.63,68.85,109.33,127.21,43.3,55.24,90.06,85.47,177.05,178.4,176.35,176.7
118.04,76.88,72.96,109.05,124.1,68.16,72.28,89.65,90.27,178.65,176.38,178.19,178.15
96.41,80.35,76.48,110.45,119.28,63.92,81.34,87.95,89.08,175.05,176.28,179.28,179.57
96.53,80.39,77.09,112.22,119.05,62.58,82.66,87.57,89.38,174.42,177.93,35.03,38.6
103.28,77.05,74.56,109.82,115.42,70.35,89.65,89.21,95.5,175.59,175.96,179.76,173.75
110.59,77.38,77.61,111.27,114.99,71.51,86.36,89.61,90.36,176.29,176.26,179.21,39.84
119.18,80.35,77.58,114.76,115.91,73.54,83.98,86.97,89.98,174.78,177.63,176.4,175.63
127.86,77.48,77.2,112.17,120.05,73.32,81.86,89.55,90.4,176.78,176.45,178.8,176.47
129.28,81.15,76.51,114.24,119.3,71.68,83.54,86.59,95.61,176.97,176.37,177.03,176.1
129.31,81.23,76.52,116.68,120.06,71.88,82.26,86.49,95.78,175.44,177.19,179.15,174.08
129.28,81.15,76.54,115.74,120.06,75.07,82.69,86.58,90.39,175.62,177.49,179.3,174.83
129.28,81.14,76.54,115.74,120.06,75.07,80.76,86.58,95.81,175.63,177.5,179.97,174.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
