#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
151.79,79.49,77.89,131.38,126.84,68.98,74.94,85.34,97.46,176.5,177.2,179.35,179.4
152.27,73.9,78.27,128.07,126.37,67.66,75.7,88.61,91.28,178.65,176.19,178.73,179.29
152.27,75.17,77.25,122.72,127.19,66.44,69.3,89.67,90.49,177.3,175.71,179.98,178.83
160.15,75.26,78.64,119.42,127.66,70.39,75.03,90.39,89.59,176.09,177.76,177.12,179.23
145.57,75.76,71.4,122.88,117.96,74.03,81.39,89.96,90.01,177.31,175.78,179.07,179.45
153.62,76.02,76.62,119.35,119.38,66.77,77.58,90.02,90.1,177.02,174.14,177.81,177.28
155.88,75.52,80.2,116.99,114.18,69.16,76.44,90.02,90.07,175.04,174.55,179.49,178.82
164.39,75.38,81.21,119.19,118.08,72.12,78.17,90.09,90.11,175.34,174.81,179.93,174.59
148.64,75.88,76.97,116.0,113.42,79.41,88.9,90.01,95.82,175.77,174.99,179.44,175.02
148.68,72.15,75.79,112.85,112.54,78.83,87.57,93.37,90.12,175.33,174.96,179.99,175.24
147.97,74.27,76.66,114.84,110.63,80.08,89.4,90.06,95.89,174.69,175.73,179.43,175.92
146.55,75.07,76.71,116.0,111.79,76.05,88.26,90.04,90.04,175.81,175.68,179.33,175.87
147.13,74.32,76.59,114.02,112.56,81.51,87.95,90.01,95.93,175.5,174.74,179.32,175.84
147.1,74.72,76.98,114.02,110.88,84.36,84.45,90.01,90.09,175.61,175.23,176.26,175.3
149.04,74.71,76.98,114.02,111.66,84.31,85.98,90.02,95.9,175.62,175.23,176.35,175.3
147.06,74.78,76.59,114.08,111.63,84.31,87.81,89.96,95.91,175.56,176.06,177.09,175.9
150.02,74.75,76.62,114.1,111.69,84.29,85.76,89.98,90.07,175.55,175.25,177.08,175.31
150.02,74.75,76.62,114.1,111.68,84.3,85.76,89.98,90.07,175.55,175.25,177.08,175.31
