#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
141.26,128.67,94.26,50.27,160.03,0.0,110.23,109.64,94.76,173.67,178.13,171.02,177.9
141.24,119.28,92.72,59.4,123.6,0.0,66.85,119.62,86.4,175.01,176.77,179.8,178.86
143.58,128.54,105.44,50.39,170.32,0.0,107.69,108.29,74.66,173.33,172.2,170.31,179.38
147.24,47.65,106.54,131.92,46.72,0.0,143.25,168.27,86.44,169.99,169.61,168.15,173.45
152.43,26.11,101.09,153.4,44.66,0.0,148.51,94.27,44.67,166.66,170.38,172.09,177.83
145.23,26.92,94.98,152.49,59.42,0.0,106.48,95.87,84.62,171.78,172.12,179.02,177.33
138.36,27.34,84.86,119.48,45.5,137.88,132.23,94.24,85.63,174.61,173.22,179.45,179.91
131.44,37.4,78.31,120.05,60.87,18.55,128.19,82.2,80.62,176.15,175.16,177.05,175.94
128.99,32.42,83.78,149.04,62.95,62.69,116.78,86.3,81.77,177.59,178.63,176.1,179.21
128.64,26.63,87.08,141.61,88.99,38.75,62.45,87.56,85.79,177.82,175.86,179.6,178.16
133.52,70.59,81.93,137.44,119.19,42.62,80.71,87.98,85.51,179.78,174.9,178.87,178.78
126.73,68.64,80.67,131.39,133.59,47.49,67.49,91.72,85.93,178.08,174.64,179.72,178.96
145.54,68.09,83.04,126.01,142.6,45.42,62.27,95.44,92.78,176.9,177.21,174.14,177.25
131.37,69.94,72.57,123.0,131.39,48.76,66.71,97.37,90.77,176.31,175.87,178.86,177.38
136.01,68.48,70.73,117.72,124.53,54.3,68.95,95.87,92.0,178.43,172.18,179.46,177.11
136.59,72.62,72.37,121.95,129.92,59.82,68.39,92.85,91.68,179.31,175.69,179.0,178.91
137.15,80.61,66.46,127.31,126.65,59.19,69.59,89.93,90.04,178.61,176.15,179.38,178.39
141.11,84.77,66.77,132.44,126.53,64.57,67.27,86.19,89.57,176.64,176.15,178.36,178.4
142.26,76.28,72.54,122.51,135.76,60.2,64.14,93.52,84.26,177.08,174.73,178.26,177.84
142.25,75.84,67.78,121.92,128.8,60.43,66.82,94.13,89.96,177.15,175.17,178.4,177.84
