#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
148.09,72.09,72.04,112.61,118.25,62.87,68.08,95.18,89.22,176.12,176.37,179.32,179.89
135.67,69.5,71.49,112.66,121.36,62.94,73.05,94.26,90.08,176.87,175.46,176.89,179.26
145.26,79.33,66.02,117.98,114.39,61.98,72.73,90.39,83.7,176.84,178.37,34.3,177.92
149.3,78.58,70.04,116.84,118.4,63.13,76.15,89.99,83.87,177.03,176.86,179.27,179.88
143.85,80.72,66.36,122.29,112.55,58.92,77.94,85.74,89.97,177.48,176.68,178.52,179.96
143.95,81.54,62.42,125.12,114.71,56.47,61.96,85.83,89.65,176.66,174.82,176.56,179.11
142.9,85.16,60.91,124.06,111.49,64.5,74.56,82.11,89.22,175.76,176.51,179.34,179.37
138.67,82.15,71.37,122.61,119.45,65.66,75.45,82.06,89.6,176.76,177.11,179.39,177.2
142.38,80.9,67.69,118.66,119.49,65.66,70.04,86.17,95.8,179.34,176.38,176.46,175.03
150.54,78.75,68.51,111.49,122.31,68.53,63.67,90.72,89.17,176.19,175.65,179.65,175.22
141.75,74.33,75.19,115.72,123.88,70.6,68.84,90.04,90.05,177.17,177.18,178.85,179.29
150.48,75.0,69.23,109.58,118.38,69.58,70.6,93.96,90.09,176.49,179.17,178.65,178.28
146.23,75.83,74.72,113.41,124.01,66.53,71.93,90.08,96.26,177.22,178.26,179.19,174.71
143.83,76.88,73.48,115.89,121.01,64.27,64.47,88.53,91.38,177.18,173.64,177.84,179.47
146.14,81.61,74.57,117.06,124.89,66.84,64.44,86.16,90.04,176.73,176.16,179.25,179.35
138.34,75.98,73.14,120.91,123.68,62.33,64.25,89.81,96.72,177.32,177.38,178.82,177.63
139.56,77.89,72.8,113.71,121.59,63.54,65.02,90.67,95.74,175.54,175.87,177.39,177.53
137.02,75.02,73.88,118.25,119.66,65.17,65.48,89.83,96.23,176.85,175.98,177.81,176.91
147.04,81.63,71.84,119.44,121.19,64.58,67.44,86.5,89.68,176.26,176.38,178.05,176.21
134.0,77.47,73.72,125.89,119.69,58.37,76.74,86.22,89.71,179.02,176.08,178.31,179.42
139.07,75.42,62.45,119.41,110.27,63.7,73.41,90.3,89.66,175.03,177.28,177.47,177.93
140.77,77.46,77.41,124.62,125.34,59.69,75.88,85.86,102.33,176.51,176.53,179.35,174.27
152.04,81.99,70.64,118.58,118.93,65.7,69.5,85.97,90.05,177.51,174.4,179.47,179.41
147.0,77.16,71.42,112.69,119.63,67.41,77.06,90.32,89.67,176.38,176.45,179.93,179.37
154.43,82.43,73.69,117.54,127.56,69.7,76.05,86.35,96.6,177.13,175.63,176.56,178.22
148.88,75.87,77.61,113.87,127.59,69.01,73.12,90.73,89.35,175.61,177.42,175.99,176.44
151.46,76.57,77.13,115.7,121.03,71.09,79.64,90.02,90.04,176.38,175.67,177.6,176.35
138.65,73.92,75.76,124.19,126.84,61.7,74.65,89.57,90.48,175.56,179.31,178.42,179.79
144.7,77.09,78.11,115.89,127.13,70.09,77.08,90.02,89.94,175.04,175.14,177.68,174.59
140.46,75.6,76.62,116.89,120.84,68.97,79.22,89.99,84.27,174.77,178.38,176.3,177.81
145.26,76.16,75.28,117.07,123.52,69.08,74.69,90.02,96.35,177.08,173.72,178.3,179.16
156.92,75.27,77.89,113.76,121.91,75.6,77.29,89.63,90.39,176.46,177.38,177.17,179.84
155.4,76.26,76.92,114.97,122.09,79.57,83.17,90.4,89.65,175.77,176.25,176.69,177.18
150.52,71.7,76.6,112.2,118.05,69.79,81.62,94.33,89.62,175.86,176.55,179.44,179.03
156.55,71.42,79.7,114.44,118.1,77.19,73.44,92.95,90.83,176.2,176.0,179.46,179.47
148.35,66.98,78.09,102.94,114.11,70.58,71.43,99.27,84.82,173.74,177.25,176.61,179.01
152.55,69.51,85.18,106.92,116.68,84.68,72.9,95.58,85.65,175.8,177.06,174.52,178.39
144.17,77.44,78.8,115.06,121.18,65.0,76.63,90.01,90.16,178.64,172.91,179.08,177.85
148.07,77.15,78.44,107.77,123.33,149.43,74.77,90.03,89.95,177.27,174.86,178.1,179.9
147.99,77.24,74.71,107.46,122.89,149.76,75.91,89.91,95.21,177.21,175.54,177.99,177.66
154.0,75.06,79.15,112.83,108.95,67.19,73.7,90.03,84.74,175.89,176.46,178.34,175.34
146.92,75.1,77.37,109.49,111.03,80.24,82.83,90.04,95.86,175.05,174.71,179.92,176.12
151.48,72.97,77.06,112.85,116.75,72.99,77.22,92.96,90.38,176.52,176.24,179.52,175.1
151.58,76.36,77.0,113.1,115.38,73.05,81.55,90.75,94.48,175.65,178.33,179.43,174.32
151.29,77.09,77.32,109.73,113.95,82.67,83.43,90.43,89.61,175.22,177.67,179.43,175.22
