#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
147.37,68.21,71.54,113.1,123.46,66.23,74.7,91.81,86.25,177.62,175.67,30.35,33.19
147.39,68.1,71.53,113.77,122.53,65.44,76.05,91.89,91.17,177.91,175.65,30.43,33.27
148.84,69.1,71.52,113.8,122.49,65.3,76.13,91.57,86.18,177.97,175.04,30.25,32.82
148.84,69.1,71.52,113.8,122.49,65.3,76.12,91.57,86.18,177.96,175.04,30.25,32.91
148.84,69.1,71.52,113.8,122.49,65.3,76.12,91.57,86.18,177.96,175.04,30.25,32.91
148.84,69.1,71.52,113.8,122.49,65.3,76.13,91.56,91.38,177.97,175.04,30.25,32.82
148.84,69.1,71.52,113.8,122.49,65.3,76.12,91.57,86.18,177.96,175.04,30.25,32.91
148.84,69.1,71.52,113.8,122.49,65.3,76.13,91.57,86.18,177.97,175.04,30.25,32.82
148.84,69.1,71.52,113.8,122.49,65.3,76.12,91.57,86.18,177.96,175.04,30.25,32.91
148.84,69.1,71.52,113.8,122.49,65.3,76.12,91.57,86.18,177.96,175.04,30.25,32.91
