#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
152.91,64.89,149.15,113.98,153.54,0.0,67.29,173.95,45.46,0.0,172.13,0.0,178.82
154.55,73.24,125.34,105.8,176.04,0.0,70.28,164.91,59.89,168.92,170.83,175.85,178.29
155.93,81.24,142.12,98.23,163.78,0.0,91.86,157.6,76.85,173.25,170.41,171.45,177.28
152.48,80.79,142.79,98.17,166.76,0.0,89.63,157.82,79.65,174.82,171.6,179.51,178.71
151.3,85.33,154.42,93.86,150.87,0.0,73.19,152.91,96.38,162.82,163.49,177.12,178.47
155.23,64.16,163.41,114.92,137.03,0.0,88.05,174.76,95.17,175.21,169.43,178.36,176.54
153.12,63.88,147.58,115.17,153.8,0.0,86.17,175.28,93.79,164.77,166.82,172.41,173.98
155.94,41.77,129.8,137.65,69.62,0.0,145.89,164.55,104.37,169.84,172.31,172.67,179.06
152.74,14.16,102.76,165.56,80.41,0.0,62.84,109.38,84.45,165.86,168.68,171.36,175.99
145.03,35.35,76.9,121.76,52.22,145.6,122.22,88.23,85.26,169.33,175.84,173.0,178.28
137.51,28.92,83.14,145.86,70.18,113.75,112.92,90.12,98.53,177.44,177.9,179.42,178.84
128.14,18.18,88.24,128.29,88.55,67.98,81.6,99.25,90.74,178.82,178.08,177.98,179.2
156.43,62.52,85.83,120.83,110.01,58.7,79.99,98.03,78.42,175.38,175.89,178.63,178.69
153.58,64.97,83.56,116.47,127.03,58.92,73.16,97.54,84.65,177.46,177.37,179.28,179.15
155.91,73.1,77.82,119.91,125.52,66.52,74.7,92.66,85.04,178.37,172.48,173.66,173.73
135.64,76.21,71.22,124.31,126.79,59.11,65.32,89.92,89.98,176.63,177.22,179.43,178.87
142.33,76.11,75.29,126.86,129.43,69.07,71.54,89.63,90.46,178.81,175.74,178.66,176.95
154.5,74.4,77.86,123.83,126.8,62.47,73.77,88.72,85.08,177.52,175.55,179.43,178.36
151.08,69.57,80.52,114.65,122.85,63.64,69.61,97.28,84.46,176.72,176.08,179.92,179.25
148.87,65.0,77.42,109.75,122.64,64.56,71.72,101.0,90.69,175.1,175.43,175.21,173.67
147.66,75.21,79.08,123.83,125.16,65.16,76.25,89.2,90.86,176.56,176.27,174.86,177.32
140.02,72.37,77.86,123.23,127.59,69.91,68.15,93.64,89.98,175.65,176.45,178.23,177.66
151.0,73.67,78.47,121.69,129.56,70.66,73.34,92.85,90.75,176.87,175.52,178.92,177.81
155.53,76.69,76.39,126.71,122.2,69.29,71.71,90.46,89.56,174.22,176.45,177.36,178.31
143.91,71.9,81.52,122.4,127.16,70.97,76.95,94.04,96.14,177.99,174.98,178.29,178.91
147.62,71.78,78.66,120.23,120.88,70.69,77.41,94.12,89.6,174.97,174.04,177.97,176.28
157.54,76.48,82.96,123.91,121.04,70.12,82.29,90.58,89.58,178.23,176.3,179.17,177.45
155.64,73.26,80.49,120.87,122.15,72.15,77.0,93.4,89.96,177.23,176.02,179.04,176.01
153.83,75.37,85.03,127.71,127.16,68.14,77.09,89.41,90.76,175.93,176.1,177.88,177.69
156.71,72.58,81.6,123.46,126.43,69.22,73.78,92.92,90.36,175.54,176.1,178.99,177.08
155.4,73.32,81.64,122.05,119.44,70.72,78.35,92.92,84.76,175.74,176.25,179.4,177.91
155.4,73.33,81.63,122.06,119.46,70.71,78.34,92.92,84.76,175.74,176.26,178.81,177.97
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
