#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
108.64,77.67,72.92,118.42,131.76,69.26,64.25,89.26,90.72,175.42,176.75,178.17,39.19
106.87,77.96,72.2,120.35,130.9,62.38,64.59,88.93,91.03,176.25,176.6,178.6,39.25
112.41,79.65,68.49,115.38,126.46,64.71,64.32,89.59,90.37,175.36,176.12,179.99,175.94
108.98,79.18,70.51,117.39,131.87,60.39,61.2,89.57,95.29,174.25,177.53,176.72,176.39
132.73,78.32,74.99,114.98,130.08,64.89,59.33,89.45,90.62,176.62,177.84,33.22,37.27
147.1,80.18,71.09,115.69,121.92,65.24,59.46,86.53,90.39,175.08,174.57,33.94,34.61
168.79,75.83,74.37,114.52,119.51,63.41,141.35,90.34,95.0,173.81,176.7,176.88,175.86
124.88,24.72,72.38,112.08,121.79,64.7,70.47,95.15,92.58,177.38,174.44,169.75,179.09
177.15,69.08,74.03,112.96,117.2,62.06,64.99,91.87,86.03,176.4,174.18,175.37,177.05
173.98,69.12,76.86,112.32,120.85,62.7,68.21,92.25,90.73,175.25,175.3,176.31,35.59
129.39,25.0,76.92,114.77,121.62,72.12,67.46,92.43,90.64,177.78,173.25,171.74,34.39
175.89,69.82,78.19,113.61,120.71,61.48,68.58,92.27,90.6,174.54,175.02,177.29,174.35
167.35,71.46,77.27,112.01,122.3,64.77,70.77,94.47,88.79,176.05,175.43,174.01,179.89
160.66,72.77,74.4,113.28,121.89,70.1,67.16,92.99,95.64,173.47,175.68,179.97,174.72
140.03,81.45,74.27,118.22,128.77,62.46,66.19,87.52,89.43,172.47,176.03,179.37,34.72
120.93,75.42,71.66,114.5,129.03,62.53,64.11,92.35,90.66,177.35,177.98,177.2,38.13
106.97,79.17,70.46,115.37,131.87,64.81,61.53,89.6,90.38,175.45,176.01,34.63,175.88
107.89,78.76,72.08,115.43,130.78,62.31,62.81,89.57,90.32,173.86,176.73,179.98,175.9
100.67,78.46,71.45,117.44,131.72,65.05,64.16,89.25,90.69,175.95,178.32,179.88,39.47
108.5,77.66,73.37,119.31,131.75,72.88,66.37,89.29,90.73,177.09,176.8,179.59,179.16
109.59,76.81,74.07,118.57,127.35,76.03,67.35,89.47,99.55,178.46,174.72,178.89,174.84
123.7,80.41,77.19,120.55,130.43,72.31,70.95,86.92,95.29,175.5,172.97,34.38,35.32
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
