#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
146.19,74.39,72.54,131.45,127.25,48.63,61.44,90.81,89.25,176.04,178.5,178.56,179.3
150.67,73.73,77.72,130.69,128.79,52.46,57.87,90.05,90.02,175.42,177.22,179.18,178.74
135.77,69.38,76.05,124.36,128.53,54.67,58.26,94.37,83.38,176.52,177.66,174.94,177.58
139.39,73.19,72.67,128.2,123.01,51.85,59.33,90.43,89.68,176.1,177.39,178.82,178.07
146.39,77.65,72.95,122.35,131.84,57.64,57.62,89.94,83.28,178.24,175.58,178.37,177.57
150.44,79.34,73.15,128.29,141.89,55.09,56.3,90.82,96.24,177.72,176.39,176.98,176.89
139.21,75.37,76.23,131.59,135.12,54.82,62.74,89.48,83.82,176.32,176.99,177.64,177.61
139.11,75.68,77.7,135.96,141.1,54.25,58.95,89.52,90.45,178.72,174.96,176.32,179.42
154.72,74.26,72.19,130.66,125.98,65.2,64.72,88.78,91.15,179.62,176.04,178.29,178.74
141.77,73.84,80.61,129.06,129.31,54.0,59.88,89.99,89.95,177.72,176.53,178.79,40.78
142.38,76.26,72.21,131.99,130.88,51.49,56.43,89.84,89.97,178.0,175.75,178.81,177.73
145.36,69.74,79.65,123.18,140.91,58.94,61.63,93.75,96.97,177.15,176.48,179.47,177.37
155.87,76.15,72.13,128.87,132.54,66.51,64.21,90.04,90.15,177.29,176.53,174.47,176.1
150.1,77.54,75.17,126.92,131.37,68.52,68.62,89.94,90.0,177.33,176.65,179.96,178.19
153.52,76.16,74.74,128.25,126.47,63.54,64.01,89.49,90.34,176.78,176.93,177.68,174.22
148.6,76.61,77.98,129.55,143.77,59.54,55.64,89.18,90.81,175.32,177.0,176.39,179.5
154.84,80.06,69.39,132.22,125.66,66.73,65.33,85.64,90.38,175.72,176.78,178.95,176.78
141.99,77.93,66.07,129.42,124.03,59.56,67.29,90.41,89.69,176.92,175.26,178.27,175.32
151.1,77.24,73.35,126.31,129.11,65.19,68.84,89.69,96.2,177.84,176.69,178.33,177.79
148.02,73.73,66.16,122.68,120.86,69.04,70.61,93.39,90.46,176.45,175.37,179.95,175.02
148.87,72.77,73.79,126.05,125.19,64.26,70.87,94.41,89.64,176.98,177.05,178.27,176.21
149.93,77.18,72.23,125.56,127.59,63.35,71.2,90.48,95.39,176.54,177.88,177.75,176.01
151.29,72.53,68.9,121.48,123.96,65.59,70.75,94.72,89.21,176.54,179.53,178.3,178.11
151.23,76.75,73.72,124.39,128.58,67.01,69.94,90.1,89.97,176.47,177.13,177.22,177.11
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
