#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
124.38,78.58,68.78,133.06,139.01,44.24,47.91,90.28,84.41,177.23,176.91,179.55,179.83
124.38,78.59,68.78,133.06,139.01,44.24,47.91,90.28,84.41,177.23,176.9,179.55,179.84
124.4,81.96,72.11,134.52,141.57,43.57,46.56,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.56,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
124.4,81.96,72.11,134.52,141.57,43.57,46.57,87.24,89.36,176.25,177.32,179.54,179.48
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
