#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
152.55,80.69,64.33,125.04,114.35,63.07,81.03,85.68,90.11,176.72,178.36,176.7,179.46
146.74,77.59,70.9,127.72,122.76,65.85,77.24,85.54,90.06,176.91,177.0,178.84,178.21
140.1,72.2,71.31,120.73,119.97,69.17,68.46,89.91,90.13,177.79,176.68,35.35,39.01
146.92,72.94,66.13,127.32,120.7,61.79,73.33,89.48,90.52,178.03,176.0,175.73,178.78
149.02,73.32,74.21,124.48,128.11,70.48,66.89,89.67,90.44,176.8,176.97,174.99,178.15
161.7,78.54,72.54,125.58,121.94,61.44,76.67,85.86,90.45,177.92,177.35,173.98,177.1
156.49,76.62,68.31,97.31,106.33,159.59,83.57,90.43,95.53,174.33,174.21,179.84,174.18
155.89,75.76,76.04,120.7,122.33,73.55,79.63,89.58,90.35,176.24,177.03,178.18,176.69
157.37,74.53,71.11,113.77,119.06,87.77,76.51,90.18,89.76,174.79,176.94,178.89,176.7
161.51,79.6,74.06,94.31,114.31,110.52,88.63,87.16,95.55,174.31,175.24,177.61,175.11
164.95,78.23,76.53,122.39,114.76,75.37,84.33,86.92,89.99,173.76,176.23,176.19,177.69
162.01,78.72,76.45,120.02,119.14,86.48,79.38,87.25,95.46,174.08,177.25,178.33,176.6
160.45,74.8,73.27,119.45,116.02,81.25,81.61,90.33,95.13,174.71,176.16,177.64,176.69
157.22,75.71,72.97,117.06,120.1,76.46,79.13,90.22,89.68,174.41,177.0,177.19,177.12
162.34,77.44,77.87,123.84,123.5,74.05,79.12,86.9,90.0,174.34,176.97,176.56,177.09
157.21,75.73,74.23,117.01,120.08,140.25,79.11,90.23,89.59,174.78,176.53,177.65,175.58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
