#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
141.49,76.52,81.72,94.66,99.82,177.09,164.68,90.0,85.8,24.57,36.05,0.0,0.0
141.49,76.52,81.72,94.66,99.83,177.09,164.67,90.0,89.96,24.73,35.94,0.0,0.0
138.41,76.81,79.48,95.27,97.34,177.69,164.68,90.26,89.73,24.27,35.84,0.0,0.0
142.1,78.06,79.49,95.17,97.25,177.69,164.62,90.26,89.77,24.44,35.83,0.0,0.0
140.1,79.75,79.79,98.07,99.67,176.76,161.73,88.39,89.06,23.85,34.69,0.0,0.0
135.99,78.18,80.04,99.26,101.0,175.24,165.84,90.29,89.65,24.41,37.07,0.0,0.0
132.45,78.46,81.91,109.63,113.63,176.35,171.09,89.74,90.33,25.45,36.81,0.0,0.0
127.91,77.97,77.92,118.65,120.85,177.53,167.56,89.52,90.32,172.87,39.48,28.88,0.0
114.16,80.07,77.05,122.4,125.96,177.18,147.38,86.54,90.36,172.67,174.25,29.42,28.87
101.76,83.34,68.75,123.05,120.89,89.48,77.58,81.89,86.42,174.46,175.05,28.39,28.06
102.51,85.7,69.31,126.78,118.69,54.19,57.69,80.62,93.97,171.75,170.13,30.3,22.31
102.59,80.24,67.26,121.51,120.0,49.74,53.03,86.81,90.0,173.08,169.49,29.26,22.25
106.7,77.44,73.51,116.47,128.45,58.95,58.76,89.87,90.0,173.1,169.76,29.17,22.09
137.8,77.44,75.36,112.77,126.09,47.89,53.77,89.91,90.0,26.5,35.77,0.0,0.0
149.11,81.01,69.89,122.18,119.77,37.22,31.65,84.03,85.49,26.71,36.11,0.0,0.0
156.62,60.61,73.24,108.85,108.76,26.52,19.84,97.05,91.74,28.2,38.84,0.0,0.0
157.54,63.86,65.31,118.22,137.51,16.52,24.74,91.71,87.47,175.27,38.3,29.75,0.0
155.21,67.47,67.32,120.9,138.28,9.47,21.39,87.78,92.14,175.79,37.86,29.97,0.0
145.55,67.52,68.42,107.33,122.03,38.12,37.84,94.36,87.14,27.53,38.66,0.0,0.0
133.0,79.79,71.41,111.43,122.33,66.51,74.38,86.7,86.09,175.51,38.02,27.53,0.0
125.18,77.43,73.82,105.8,115.63,74.11,77.26,90.24,94.55,172.67,166.73,29.07,21.23
108.35,80.26,77.23,107.67,116.4,75.25,83.48,87.39,94.47,25.7,36.21,0.0,0.0
122.63,78.21,76.48,103.68,119.14,79.19,80.9,90.81,93.93,25.15,169.57,0.0,22.55
136.44,79.88,70.89,111.83,121.08,68.68,68.93,87.6,89.44,172.65,36.25,29.07,0.0
138.71,73.3,67.37,110.0,122.24,55.96,41.5,91.58,82.88,175.81,37.38,27.5,0.0
146.8,70.66,70.66,115.3,134.17,31.52,32.38,91.69,87.16,175.93,38.08,27.79,0.0
170.0,69.0,65.24,116.0,130.5,23.56,27.82,88.63,82.71,175.42,38.69,28.43,0.0
5.36,66.06,79.03,128.54,153.47,12.93,22.93,101.01,93.61,39.28,30.17,0.0,0.0
147.22,54.55,72.3,108.98,136.8,24.04,30.19,96.68,84.5,176.69,161.8,28.97,19.39
139.42,80.46,69.12,113.2,130.92,48.66,49.0,87.06,89.91,26.3,37.17,0.0,0.0
132.94,77.94,76.0,109.42,124.06,59.32,63.5,90.05,95.07,175.09,38.15,26.45,0.0
138.29,85.41,66.87,110.55,108.47,82.87,94.38,85.55,97.61,24.49,36.55,0.0,0.0
141.41,78.79,75.06,103.27,105.81,165.11,165.12,89.91,89.99,24.61,35.73,0.0,0.0
140.49,84.16,68.58,106.13,95.06,173.82,175.17,81.12,90.23,24.81,34.84,0.0,0.0
148.97,77.93,60.33,96.31,79.61,166.51,170.3,83.57,85.7,150.39,38.62,48.4,0.0
37.29,68.11,66.72,96.2,93.34,166.07,161.3,86.24,90.8,169.2,164.63,31.0,21.9
22.78,33.14,14.43,102.05,97.7,149.73,155.42,84.99,89.53,21.73,36.36,0.0,0.0
20.57,53.28,33.03,91.34,114.17,125.87,131.89,101.81,89.63,27.29,43.9,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106.04,73.89,101.08,105.27,93.37,42.94,105.48,44.88,125.87,154.95,176.15,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,79.36,100.65,135.62,98.09,48.29,96.09,104.61,67.7,5.0,172.79,39.39,0.0
0.0,82.84,88.78,135.46,85.74,44.47,96.37,111.0,75.25,1.91,170.97,38.62,0.0
0.0,81.92,90.48,134.72,87.28,44.57,96.02,110.21,81.12,2.04,170.97,38.94,0.0
0.0,0.0,115.73,0.0,113.24,0.0,94.48,24.8,85.96,131.37,169.39,39.74,0.0
0.0,66.79,112.37,120.63,111.61,45.59,95.52,90.64,75.57,4.58,170.92,40.72,0.0
0.0,88.66,109.42,87.2,108.98,0.0,95.33,114.2,85.18,4.28,166.8,39.8,0.0
0.0,87.63,115.58,144.6,114.65,49.09,88.18,109.04,82.68,4.7,171.04,40.15,0.0
0.0,72.72,97.56,127.41,95.76,46.26,99.82,96.43,80.28,5.21,170.05,40.61,0.0
0.0,86.64,102.55,143.77,101.84,48.98,96.16,111.2,85.7,4.19,169.61,39.93,0.0
0.0,77.23,97.26,99.34,96.0,0.0,91.67,101.89,79.83,4.99,171.63,39.51,0.0
