#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
133.07,81.23,79.12,99.56,99.27,168.28,166.09,86.99,94.51,26.07,37.57,0.0,0.0
127.59,78.84,76.16,98.0,100.52,171.38,160.98,89.89,94.03,26.03,37.01,0.0,0.0
126.87,81.87,75.15,108.07,104.33,174.07,175.64,86.34,94.71,27.5,37.41,0.0,0.0
122.35,82.48,67.71,110.96,103.11,169.35,172.28,87.1,93.9,26.44,37.49,0.0,0.0
112.91,77.63,76.27,119.56,122.84,170.87,167.78,91.77,88.04,26.73,38.58,0.0,0.0
106.38,81.1,75.25,96.85,96.32,9.37,20.1,87.63,89.23,165.84,162.11,34.7,18.96
105.57,84.5,66.16,115.88,126.37,43.95,50.72,83.98,94.74,165.66,160.67,36.19,16.15
99.97,89.95,70.13,123.71,127.9,41.81,37.71,77.95,94.42,169.5,168.21,32.61,22.46
100.7,85.15,71.95,120.65,93.9,46.13,7.19,83.51,94.27,168.99,161.22,35.76,17.39
100.11,80.99,72.23,117.53,140.18,46.38,36.09,86.9,94.41,173.91,163.24,30.85,18.32
103.44,91.97,70.92,128.77,131.37,49.29,42.92,77.57,94.15,163.38,159.5,41.17,16.19
124.31,86.36,65.51,121.08,126.73,50.8,55.34,83.63,89.59,174.43,173.26,29.32,26.01
143.81,75.35,69.98,108.98,123.63,43.47,46.05,88.27,79.55,29.5,38.19,0.0,0.0
138.85,62.62,65.39,109.81,127.34,38.37,32.26,90.8,83.97,171.75,167.32,33.41,22.75
61.54,62.51,49.01,107.93,127.87,58.81,26.4,93.66,79.01,32.96,154.75,0.0,18.74
61.72,56.04,59.68,97.83,142.15,33.14,7.93,100.35,87.91,30.06,39.63,0.0,0.0
34.4,66.33,56.49,116.12,126.84,67.46,113.52,89.65,90.51,161.06,159.9,173.86,20.74
142.0,73.79,70.09,109.76,122.52,57.44,48.08,88.42,83.48,29.11,38.0,0.0,0.0
