#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
133.21,74.72,80.8,94.56,97.19,164.08,168.59,92.16,86.44,26.58,37.73,0.0,0.0
132.33,75.31,80.07,94.48,97.12,164.08,168.6,92.53,86.14,26.58,37.73,0.0,0.0
132.33,75.31,80.07,94.48,97.12,164.09,168.6,92.53,86.15,26.58,37.73,0.0,0.0
133.21,74.72,80.79,94.56,97.19,164.09,168.59,92.16,86.44,26.58,37.73,0.0,0.0
133.21,74.72,80.8,94.56,97.19,164.08,168.59,92.16,86.43,26.58,37.73,0.0,0.0
133.21,74.72,80.8,94.56,97.19,164.08,168.59,92.16,86.44,26.58,37.73,0.0,0.0
132.33,75.31,80.07,94.48,97.12,164.08,168.6,92.53,86.14,26.58,37.73,0.0,0.0
132.33,75.31,80.07,94.48,97.12,164.09,168.6,92.53,86.15,26.58,37.73,0.0,0.0
133.21,74.72,80.79,94.56,97.19,164.09,168.59,92.16,86.44,26.58,37.73,0.0,0.0
133.21,74.72,80.8,94.56,97.19,164.08,168.59,92.16,86.43,26.58,37.73,0.0,0.0
133.21,74.72,80.8,94.56,97.19,164.08,168.59,92.16,86.44,26.58,37.73,0.0,0.0
132.33,75.31,80.07,94.48,97.12,164.08,168.6,92.53,86.14,26.58,37.73,0.0,0.0
132.33,75.31,80.07,94.48,97.12,164.09,168.6,92.53,86.15,26.58,37.73,0.0,0.0
133.21,74.72,80.79,94.56,97.19,164.09,168.59,92.16,86.44,26.58,37.73,0.0,0.0
133.21,74.72,80.8,94.56,97.19,164.08,168.59,92.16,86.44,26.58,37.73,0.0,0.0
