#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
23.79,31.25,19.69,122.16,105.79,132.71,128.49,84.76,98.67,20.4,35.55,0.0,0.0
23.8,31.41,18.59,123.03,105.83,132.08,128.5,84.04,95.56,20.81,36.08,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.04,82.5,111.69,22.56,36.67,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.04,82.5,111.69,22.56,36.67,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.05,82.48,108.23,22.56,36.67,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.05,82.48,108.23,22.56,36.67,0.0,0.0
23.94,26.11,17.9,122.54,108.14,132.45,128.04,82.92,110.48,22.56,36.66,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.04,82.5,111.69,22.56,36.67,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.04,82.5,111.69,22.56,36.67,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.05,82.48,108.23,22.56,36.67,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.05,82.48,108.23,22.56,36.67,0.0,0.0
23.94,26.11,17.91,122.54,107.76,132.45,127.6,82.93,110.48,22.56,36.67,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.04,82.48,108.22,22.56,36.53,0.0,0.0
23.95,26.11,17.94,122.52,108.14,132.45,128.04,82.48,108.22,22.56,36.53,0.0,0.0
