#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
143.93,72.17,70.16,123.63,128.4,59.53,73.55,90.3,96.19,176.11,177.03,179.98,175.53
151.16,68.91,71.98,121.2,126.86,64.03,72.41,94.66,89.74,177.02,178.93,179.45,177.52
161.0,71.37,83.54,132.92,138.9,50.41,60.78,88.72,91.21,176.68,178.27,177.73,178.91
154.31,70.98,74.83,130.66,120.51,63.58,78.23,89.19,84.64,176.19,173.47,37.49,38.54
148.45,77.01,76.87,133.6,130.44,63.79,69.41,87.52,88.82,177.26,176.54,179.0,179.21
161.7,73.45,68.87,126.79,113.66,71.69,82.44,90.41,89.61,173.4,177.2,177.41,178.27
155.91,72.98,76.62,120.47,120.59,71.04,82.18,89.64,90.36,174.81,175.11,176.67,176.5
152.32,73.9,76.06,117.02,119.25,75.14,87.95,89.62,90.33,173.22,174.77,176.64,176.48
155.94,73.01,77.0,119.4,120.58,72.41,86.59,89.63,96.52,174.71,175.26,179.36,175.9
164.53,75.17,79.22,120.06,117.69,78.09,91.38,87.33,89.65,173.98,177.09,179.36,176.73
162.59,75.69,80.09,117.61,119.13,75.94,92.0,87.3,83.8,173.91,176.2,178.73,176.57
160.75,74.44,74.96,120.64,121.23,64.93,78.23,90.59,89.24,174.38,176.9,178.14,176.52
162.89,76.12,75.39,123.66,119.52,65.05,79.12,87.23,89.65,174.28,176.81,178.74,176.49
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
