#head_JA,#r_shoulder_JA,#l_shoulder_JA,#r_upleg_JA,#l_upleg_JA,#r_elbow_JA,#l_elbow_JA,#upbody_JA,#waist_JA,#r_body_JA,#l_body_JA,#r_knee_JA,#l_knee_JA
146.25,78.26,80.78,98.22,101.03,165.33,171.49,89.71,90.34,25.69,37.05,0.0,0.0
146.25,78.26,80.78,98.22,101.03,165.32,171.49,89.72,90.34,25.69,37.05,0.0,0.0
146.22,78.29,80.76,98.11,101.3,164.63,165.13,89.68,90.35,25.79,37.18,0.0,0.0
146.22,78.29,80.76,98.11,101.3,164.46,165.85,89.68,90.36,26.01,37.18,0.0,0.0
146.22,78.29,80.76,98.11,101.3,164.46,165.85,89.68,90.37,25.78,37.18,0.0,0.0
141.46,78.3,80.82,98.4,101.45,165.47,171.16,89.67,90.3,25.99,37.26,0.0,0.0
140.7,81.55,81.68,102.83,103.91,166.78,169.11,87.07,86.12,25.21,37.05,0.0,0.0
131.64,79.25,79.1,109.21,109.69,178.35,179.19,89.23,90.65,26.16,37.88,0.0,0.0
121.35,78.02,74.42,118.75,119.68,174.78,173.62,87.83,87.02,177.66,170.05,24.79,25.38
114.69,79.82,78.25,126.35,133.71,178.96,170.74,86.31,86.14,176.36,171.97,25.88,26.84
103.32,87.31,68.31,126.71,129.4,60.67,42.29,84.49,88.11,178.88,171.04,23.66,23.57
96.35,75.97,72.99,119.41,129.83,55.89,41.42,90.33,95.5,173.58,172.27,27.33,25.1
95.34,79.78,71.08,120.85,133.25,52.03,48.15,86.7,90.05,174.57,173.53,26.91,25.93
106.7,82.91,65.86,125.87,120.95,56.33,56.73,84.14,100.33,174.25,175.38,26.9,27.92
137.67,75.71,73.38,116.24,132.0,51.68,50.26,90.23,95.32,179.44,173.2,22.62,25.98
142.55,72.19,64.25,117.8,132.45,45.75,41.89,90.64,94.36,179.6,172.04,22.41,24.05
69.72,66.36,62.74,110.23,135.51,37.17,32.25,93.01,89.96,179.5,171.1,23.57,24.79
10.75,58.83,59.4,113.05,132.72,32.95,33.76,91.15,97.71,122.18,168.61,126.66,25.32
37.16,72.43,52.46,114.52,136.96,36.83,31.34,89.33,90.72,123.02,167.04,128.51,23.64
137.98,73.71,69.13,108.63,128.14,55.86,54.19,93.69,94.16,25.1,170.53,0.0,24.94
134.93,75.61,75.54,109.22,122.76,68.5,67.48,90.73,94.8,177.6,172.08,23.4,25.77
124.11,81.04,73.48,105.13,118.68,82.75,71.19,89.86,97.7,174.45,174.37,24.33,26.63
115.65,78.54,73.82,103.01,114.75,84.71,83.32,90.18,94.96,175.48,173.59,25.55,27.45
125.02,80.38,76.49,107.53,117.6,80.6,86.17,87.31,106.88,177.26,170.78,23.96,24.56
140.2,77.57,69.02,105.84,118.11,71.74,61.87,90.25,100.73,176.96,171.31,24.26,25.07
127.3,77.72,60.96,105.36,113.08,45.87,38.81,89.63,81.47,26.53,37.64,0.0,0.0
21.54,59.23,65.44,99.89,115.64,36.47,24.39,93.04,82.87,26.47,171.01,0.0,25.96
1.25,59.39,57.03,103.87,112.45,31.65,21.27,90.78,86.81,177.04,171.08,25.37,25.88
8.16,56.29,62.04,97.15,115.5,36.12,23.3,96.11,87.79,27.37,170.24,0.0,25.33
128.21,74.18,67.54,105.23,117.21,44.05,32.5,88.75,86.62,26.7,39.15,0.0,0.0
137.8,74.21,72.72,103.84,121.15,68.43,58.84,92.79,100.59,24.98,170.82,0.0,24.39
122.74,81.28,73.8,107.72,113.9,78.18,84.69,87.5,100.95,177.09,172.25,23.74,25.69
111.98,80.38,73.74,105.8,114.61,82.15,85.62,87.37,95.34,175.41,172.84,25.05,26.37
111.98,77.59,73.74,102.72,114.61,82.45,85.62,90.15,95.06,175.78,171.99,24.98,25.83
111.99,77.58,73.75,102.72,114.61,82.45,85.62,90.15,95.06,175.78,172.35,24.98,25.87
115.66,78.56,73.11,102.72,114.68,82.5,86.16,90.48,94.71,175.64,172.5,25.07,26.43
115.66,78.56,73.11,102.72,114.68,82.5,86.15,90.16,95.31,175.66,172.5,25.11,26.43
111.23,78.3,73.15,102.68,113.92,82.44,86.95,90.15,94.53,177.71,171.12,23.85,25.34
111.22,78.3,72.85,102.68,113.93,82.44,86.95,90.15,94.53,177.71,171.11,23.85,25.33
111.22,78.3,72.85,102.68,113.93,82.44,86.95,90.15,94.53,177.7,171.12,23.85,25.34
111.22,78.3,72.85,102.68,113.93,82.44,86.95,90.15,94.53,177.7,171.12,23.85,25.34
111.22,78.3,72.85,102.68,113.93,82.44,86.95,90.15,94.53,177.71,171.11,23.85,25.33
